file,mos_pred,noi_pred,dis_pred,col_pred,loud_pred,model
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_02530.wav,4.0633674,2.4206927,4.56422,4.148219,4.168544,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_03946.wav,3.6495368,2.404733,4.451233,4.179785,4.329079,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_04155.wav,2.9158938,2.2741756,3.673487,3.5816448,3.592237,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_01421.wav,2.7798855,2.3094645,3.8338387,3.6025927,3.189092,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_04046.wav,3.2286005,2.4590862,4.119914,3.3873885,4.4075603,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_00628.wav,3.0092232,2.3887806,4.3733397,4.1103916,3.8867183,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_02461.wav,3.1231124,2.1754446,4.133543,3.8595884,4.251,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_01143.wav,4.115864,2.5561593,4.8074846,4.4634657,4.223676,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_00193.wav,2.3120096,1.8919938,3.6828346,3.6922152,3.426912,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_01680.wav,4.001009,2.6618483,4.5523787,4.2437396,4.296863,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_04775.wav,3.4800887,2.5806844,4.3733325,4.235641,4.2298656,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_04853.wav,3.144633,2.410362,3.962977,4.026333,3.8861082,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_00985.wav,3.1627846,2.2920716,4.204784,3.8884594,3.4418013,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_01303.wav,3.3213942,2.4314733,4.401125,4.1280084,3.9684036,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_02915.wav,2.1056447,2.337721,3.545703,3.9804401,4.0542006,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_04423.wav,3.878839,2.3432162,4.563373,4.385016,4.130383,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_03245.wav,3.651015,2.601976,4.5809383,4.2591867,3.880386,NISQAv2
/data/nhandt23/Dataset/MMSData/13GKsS26F4U/asr_subtitle/wavs/13GKsS26F4U_01662.wav,3.2743886,2.6699612,4.3410616,4.1210456,3.8799837,NISQAv2
